#Replicon Name,Replicon Accession,Start,Stop,Strand,GeneID,Locus tag,Protein product,Length,Protein name
Un,NW_008751648.1,1393171,1394058,+,20308141,HMPREF1120_03502,XP_009155823.1,273,26S proteasome regulatory subunit N12
Un,NW_008751648.1,1394679,1396148,-,20308140,HMPREF1120_03501,XP_009155821.1,489,hypothetical protein HMPREF1120_03501
Un,NW_008751648.1,1394679,1396148,-,20308140,HMPREF1120_03501,XP_009155822.1,489,hypothetical protein; variant
Un,NW_008751648.1,1397825,1398439,+,20308142,HMPREF1120_03503,XP_009155824.1,204,hypothetical protein HMPREF1120_03503
Un,NW_008751648.1,1399064,1400622,+,20308143,HMPREF1120_03504,XP_009155825.1,486,hypothetical protein HMPREF1120_03504
Un,NW_008751648.1,1401733,1402586,-,20308144,HMPREF1120_03505,XP_009155826.1,249,hypothetical protein HMPREF1120_03505
Un,NW_008751648.1,1403550,1406415,-,20308145,HMPREF1120_03506,XP_009155827.1,935,alpha;alpha-trehalose-phosphate synthase (UDP-forming)
Un,NW_008751648.1,1403550,1406415,-,20308145,HMPREF1120_03506,XP_009155828.1,935,alpha;alpha-trehalose-phosphate synthase (UDP-forming); variant
Un,NW_008751648.1,1407940,1409694,+,20308146,HMPREF1120_03507,XP_009155829.1,584,DNA polymerase sigma subunit
Un,NW_008751648.1,1410190,1411134,+,20308147,HMPREF1120_03508,XP_009155830.1,277,hypothetical protein HMPREF1120_03508
Un,NW_008751648.1,1412484,1416824,+,20308148,HMPREF1120_03509,XP_009155831.1,1430,hypothetical protein HMPREF1120_03509
Un,NW_008751648.1,1417796,1422979,+,20308149,HMPREF1120_03510,XP_009155832.1,1727,hypothetical protein HMPREF1120_03510
Un,NW_008751648.1,1423987,1425704,+,20308150,HMPREF1120_03511,XP_009155833.1,476,hypothetical protein HMPREF1120_03511
Un,NW_008751648.1,1427423,1429033,+,20308151,HMPREF1120_03512,XP_009155834.1,536,hypothetical protein HMPREF1120_03512
Un,NW_008751648.1,1430015,1431274,+,20308152,HMPREF1120_03513,XP_009155835.1,393,hypothetical protein HMPREF1120_03513
Un,NW_008751648.1,1432674,1433510,+,20308153,HMPREF1120_03514,XP_009155836.1,278,3-oxoacyl
Un,NW_008751648.1,1434197,1434820,+,20308154,HMPREF1120_03515,XP_009155837.1,207,hypothetical protein HMPREF1120_03515
Un,NW_008751648.1,1435324,1437249,+,20308155,HMPREF1120_03516,XP_009155838.1,641,prenylcysteine oxidase
Un,NW_008751648.1,1438076,1439966,-,20308156,HMPREF1120_03517,XP_009155839.1,610,MFS transporter; SIT family; siderophore-iron:H+ symporter
Un,NW_008751648.1,1442045,1445494,-,20308157,HMPREF1120_03518,XP_009155840.1,1149,hypothetical protein HMPREF1120_03518
Un,NW_008751648.1,1445863,1446585,+,20308158,HMPREF1120_03519,XP_009155841.1,240,hypothetical protein HMPREF1120_03519
Un,NW_008751648.1,1446706,1447110,-,20308159,HMPREF1120_03520,XP_009155842.1,79,hypothetical protein HMPREF1120_03520
Un,NW_008751648.1,1448223,1448906,+,20308160,HMPREF1120_03521,XP_009155843.1,227,hypothetical protein HMPREF1120_03521
Un,NW_008751648.1,1449383,1451896,+,20308161,HMPREF1120_03522,XP_009155844.1,820,exosome complex exonuclease Rrp6
Un,NW_008751648.1,1452572,1453460,-,20308162,HMPREF1120_03523,XP_009155845.1,221,hypothetical protein HMPREF1120_03523
Un,NW_008751648.1,1454211,1454709,+,20308163,HMPREF1120_03524,XP_009155846.1,148,hypothetical protein HMPREF1120_03524
Un,NW_008751648.1,1455640,1458548,+,20308164,HMPREF1120_03525,XP_009155847.1,927,hypothetical protein HMPREF1120_03525
Un,NW_008751648.1,1459080,1459397,+,20308165,HMPREF1120_03526,XP_009155848.1,105,hypothetical protein HMPREF1120_03526
Un,NW_008751648.1,1459621,1460091,-,20308166,HMPREF1120_03527,XP_009155849.1,156,hypothetical protein HMPREF1120_03527
Un,NW_008751648.1,1460795,1462015,+,20308167,HMPREF1120_03528,XP_009155850.1,406,hypothetical protein HMPREF1120_03528
Un,NW_008751648.1,1464269,1465499,-,20308168,HMPREF1120_03529,XP_009155851.1,384,hypothetical protein HMPREF1120_03529
Un,NW_008751648.1,1466625,1466951,+,20308169,HMPREF1120_03530,XP_009155852.1,108,hypothetical protein HMPREF1120_03530
Un,NW_008751648.1,1468661,1471297,+,20308170,HMPREF1120_03531,XP_009155853.1,805,hypothetical protein HMPREF1120_03531
Un,NW_008751648.1,1474954,1475325,+,20308171,HMPREF1120_03532,XP_009155854.1,123,hypothetical protein HMPREF1120_03532
Un,NW_008751648.1,1478667,1481363,+,20308172,HMPREF1120_03533,XP_009155855.1,788,transcription factor CP2 and like protein
Un,NW_008751648.1,1484997,1485458,-,20308173,HMPREF1120_03534,XP_009155856.1,153,hypothetical protein HMPREF1120_03534
Un,NW_008751648.1,1484997,1485458,-,20308173,HMPREF1120_03534,XP_009155857.1,153,hypothetical protein; variant
Un,NW_008751648.1,1487525,1489467,+,20308174,HMPREF1120_03535,XP_009155858.1,584,hypothetical protein HMPREF1120_03535
Un,NW_008751648.1,1489929,1490465,-,20308175,HMPREF1120_03536,XP_009155859.1,150,hypothetical protein HMPREF1120_03536
Un,NW_008751648.1,1492083,1493818,-,20308176,HMPREF1120_03537,XP_009155860.1,524,glutamate decarboxylase
Un,NW_008751648.1,1496272,1498168,+,20308177,HMPREF1120_03538,XP_009155861.1,468,hypothetical protein HMPREF1120_03538
Un,NW_008751648.1,1499685,1500921,+,20308178,HMPREF1120_03539,XP_009155862.1,278,hypothetical protein HMPREF1120_03539
Un,NW_008751648.1,1501558,1502258,-,20308179,HMPREF1120_03540,XP_009155863.1,165,hypothetical protein HMPREF1120_03540
Un,NW_008751648.1,1503965,1504670,-,20308180,HMPREF1120_03541,XP_009155864.1,173,40S ribosomal protein S18
Un,NW_008751648.1,1505286,1506926,+,20308181,HMPREF1120_03542,XP_009155865.1,546,carboxypeptidase C
Un,NW_008751648.1,1509446,1510414,+,20308182,HMPREF1120_03543,XP_009155866.1,322,hypothetical protein HMPREF1120_03543
Un,NW_008751648.1,1512194,1513323,-,20308183,HMPREF1120_03544,XP_009155867.1,358,alcohol dehydrogenase 3
Un,NW_008751648.1,1516309,1517845,+,20308184,HMPREF1120_03545,XP_009155868.1,491,vanillin dehydrogenase
Un,NW_008751648.1,1518032,1519384,-,20308185,HMPREF1120_03546,XP_009155869.1,450,X-Pro dipeptidase
Un,NW_008751648.1,1521076,1523032,+,20308186,HMPREF1120_03547,XP_009155870.1,590,hypothetical protein HMPREF1120_03547
Un,NW_008751648.1,1523684,1524142,+,20308187,HMPREF1120_03548,XP_009155871.1,152,hypothetical protein HMPREF1120_03548
Un,NW_008751648.1,1526647,1526958,-,20308188,HMPREF1120_03549,XP_009155872.1,103,hypothetical protein HMPREF1120_03549
Un,NW_008751648.1,1526647,1526958,-,20308188,HMPREF1120_03549,XP_009155873.1,103,hypothetical protein; variant
Un,NW_008751648.1,1527684,1528255,+,20308189,HMPREF1120_03550,XP_009155874.1,126,endoribonuclease L-PSP
Un,NW_008751648.1,1528609,1531452,+,20308190,HMPREF1120_03551,XP_009155875.1,947,hypothetical protein HMPREF1120_03551
Un,NW_008751648.1,1548557,1549785,-,20308191,HMPREF1120_03552,XP_009155876.1,353,hypothetical protein HMPREF1120_03552
Un,NW_008751648.1,1550767,1552411,-,20308192,HMPREF1120_03553,XP_009155877.1,478,mitochondrial-processing peptidase subunit beta
Un,NW_008751648.1,1552776,1555030,-,20308193,HMPREF1120_03554,XP_009155878.1,717,hypothetical protein HMPREF1120_03554
Un,NW_008751648.1,1556650,1557359,+,20308194,HMPREF1120_03555,XP_009155879.1,219,succinate dehydrogenase (ubiquinone) membrane anchor subunit
Un,NW_008751648.1,1557552,1558382,-,20308195,HMPREF1120_03556,XP_009155880.1,276,septum formation protein
Un,NW_008751648.1,1558670,1559904,+,20308196,HMPREF1120_03557,XP_009155881.1,374,saccharopine dehydrogenase
Un,NW_008751648.1,1560201,1561023,-,20308197,HMPREF1120_03558,XP_009155882.1,253,hypothetical protein HMPREF1120_03558
Un,NW_008751648.1,1561656,1562147,+,20308198,HMPREF1120_03559,XP_009155883.1,163,hypothetical protein HMPREF1120_03559
Un,NW_008751648.1,1562516,1565851,+,20308199,HMPREF1120_03560,XP_009155884.1,1095,hypothetical protein HMPREF1120_03560
Un,NW_008751648.1,1579883,1581790,-,20308200,HMPREF1120_03561,XP_009155885.1,553,alanine transaminase
Un,NW_008751648.1,1582520,1584020,-,20308201,HMPREF1120_03562,XP_009155886.1,482,26S proteasome regulatory subunit N7
Un,NW_008751648.1,1584871,1589998,+,20308202,HMPREF1120_03563,XP_009155887.1,1673,ubiquitin-conjugating enzyme E2 D/E
Un,NW_008751648.1,1585666,1589998,+,20308202,HMPREF1120_03563,XP_009155888.1,1408,ubiquitin-conjugating enzyme E2 D/E; variant
Un,NW_008751648.1,1590503,1594252,-,20308203,HMPREF1120_03564,XP_009155889.1,1249,hypothetical protein HMPREF1120_03564
Un,NW_008751648.1,1594973,1596139,-,20308204,HMPREF1120_03565,XP_009155890.1,327,hypothetical protein HMPREF1120_03565
Un,NW_008751648.1,1597426,1600768,-,20308205,HMPREF1120_03566,XP_009155891.1,965,mortality factor 4-like protein 1
Un,NW_008751648.1,1601937,1602818,+,20308206,HMPREF1120_03567,XP_009155892.1,293,hypothetical protein HMPREF1120_03567
Un,NW_008751648.1,1603188,1604432,-,20308207,HMPREF1120_03568,XP_009155893.1,352,fructose-1;6-bisphosphatase
Un,NW_008751648.1,1604986,1605393,+,20308208,HMPREF1120_03569,XP_009155894.1,135,hypothetical protein HMPREF1120_03569
Un,NW_008751648.1,1605842,1609616,-,20308209,HMPREF1120_03570,XP_009155895.1,1223,hypothetical protein HMPREF1120_03570
Un,NW_008751648.1,1610758,1612149,-,20308210,HMPREF1120_03571,XP_009155896.1,361,L-iditol 2-dehydrogenase
Un,NW_008751648.1,1612988,1613578,-,20308211,HMPREF1120_03572,XP_009155897.1,196,hypothetical protein HMPREF1120_03572
Un,NW_008751648.1,1614968,1615600,-,20308212,HMPREF1120_03573,XP_009155898.1,210,ubiquinone biosynthesis monooxygenase Coq7
Un,NW_008751648.1,1616715,1618595,+,20308213,HMPREF1120_03574,XP_009155899.1,608,hypothetical protein HMPREF1120_03574
Un,NW_008751648.1,1626248,1627558,+,20308214,HMPREF1120_03575,XP_009155900.1,436,hypothetical protein HMPREF1120_03575
Un,NW_008751648.1,1626248,1627558,+,20308214,HMPREF1120_03575,XP_009155901.1,436,hypothetical protein; variant
Un,NW_008751648.1,1634425,1634809,+,20308215,HMPREF1120_03576,XP_009155902.1,100,hypothetical protein HMPREF1120_03576
Un,NW_008751648.1,1634507,1634809,+,20308215,HMPREF1120_03576,XP_009155903.1,100,hypothetical protein; variant
Un,NW_008751648.1,1635912,1636400,-,20308216,HMPREF1120_03577,XP_009155904.1,162,hypothetical protein HMPREF1120_03577
Un,NW_008751648.1,1636545,1636898,-,20308217,HMPREF1120_03578,XP_009155905.1,117,hypothetical protein HMPREF1120_03578
Un,NW_008751648.1,1637601,1639000,+,20308218,HMPREF1120_03579,XP_009155906.1,373,peptidyl-prolyl cis-trans isomerase D
Un,NW_008751648.1,1639820,1641679,-,20308219,HMPREF1120_03580,XP_009155907.1,593,hypothetical protein HMPREF1120_03580
Un,NW_008751648.1,1642514,1643351,+,20308220,HMPREF1120_03581,XP_009155908.1,259,short chain dehydrogenase
Un,NW_008751648.1,1644079,1646799,-,20308221,HMPREF1120_03582,XP_009155909.1,906,hypothetical protein HMPREF1120_03582
Un,NW_008751648.1,1647255,1647809,+,20308222,HMPREF1120_03583,XP_009155910.1,152,signal recognition particle; subunit SRP14
Un,NW_008751648.1,1648815,1651034,-,20308223,HMPREF1120_03584,XP_009155911.1,739,hypothetical protein HMPREF1120_03584
Un,NW_008751648.1,1651699,1653492,-,20308225,HMPREF1120_03586,XP_009155913.1,524,hypothetical protein HMPREF1120_03586
Un,NW_008751648.1,1655142,1656555,+,20308224,HMPREF1120_03585,XP_009155912.1,398,hypothetical protein HMPREF1120_03585
Un,NW_008751648.1,1657410,1658316,+,20308226,HMPREF1120_03587,XP_009155914.1,277,hypothetical protein HMPREF1120_03587
Un,NW_008751648.1,1659037,1660152,+,20308227,HMPREF1120_03588,XP_009155915.1,371,hypothetical protein HMPREF1120_03588
Un,NW_008751648.1,1660697,1661751,-,20308228,HMPREF1120_03589,XP_009155916.1,330,3-hydroxybutyryl-CoA dehydrogenase
Un,NW_008751648.1,1662211,1665741,+,20308229,HMPREF1120_03590,XP_009155917.1,1155,replication fork protection complex subunit Swi1/Tof1
Un,NW_008751648.1,1666775,1668568,+,20308230,HMPREF1120_03591,XP_009155918.1,597,dihydroxy-acid dehydratase
Un,NW_008751648.1,1671337,1672843,-,20308231,HMPREF1120_03592,XP_009155919.1,477,actin
Un,NW_008751648.1,1674111,1674880,-,20308232,HMPREF1120_03593,XP_009155920.1,173,hypothetical protein HMPREF1120_03593
Un,NW_008751648.1,1675208,1676563,-,20308233,HMPREF1120_03594,XP_009155921.1,451,hypothetical protein HMPREF1120_03594
Un,NW_008751648.1,1677380,1678906,+,20308234,HMPREF1120_03595,XP_009155922.1,508,transcription initiation factor TFIIH subunit H4
Un,NW_008751648.1,1679447,1683621,-,20308235,HMPREF1120_03596,XP_009155923.1,1329,hypothetical protein HMPREF1120_03596
Un,NW_008751648.1,1683970,1685460,+,20308236,HMPREF1120_03597,XP_009155924.1,496,hypothetical protein HMPREF1120_03597
Un,NW_008751648.1,1686586,1687546,-,20308237,HMPREF1120_03598,XP_009155925.1,261,hypothetical protein HMPREF1120_03598
Un,NW_008751648.1,1689600,1689975,+,20308238,HMPREF1120_03599,XP_009155926.1,92,phosphatidylinositol glycan; class Q
Un,NW_008751648.1,1689995,1692546,+,20308239,HMPREF1120_03600,XP_009155927.1,831,phosphatidylinositol glycan; class Q
Un,NW_008751648.1,1693300,1694747,-,20308240,HMPREF1120_03601,XP_009155928.1,434,hypothetical protein HMPREF1120_03601
Un,NW_008751648.1,1696410,1697945,-,20308241,HMPREF1120_03602,XP_009155929.1,486,hypothetical protein HMPREF1120_03602
Un,NW_008751648.1,1699076,1701738,-,20308242,HMPREF1120_03603,XP_009155930.1,818,hypothetical protein HMPREF1120_03603
Un,NW_008751648.1,1702659,1704764,-,20308243,HMPREF1120_03604,XP_009155931.1,683,hypothetical protein HMPREF1120_03604
Un,NW_008751648.1,1705495,1706673,-,20308244,HMPREF1120_03605,XP_009155932.1,392,nucleolin
Un,NW_008751648.1,1706911,1708068,+,20308245,HMPREF1120_03606,XP_009155933.1,350,hypothetical protein HMPREF1120_03606
Un,NW_008751648.1,1708654,1711631,+,20308246,HMPREF1120_03607,XP_009155934.1,971,hypothetical protein HMPREF1120_03607
Un,NW_008751648.1,1713011,1714351,+,20308247,HMPREF1120_03608,XP_009155935.1,446,hypothetical protein HMPREF1120_03608
Un,NW_008751648.1,1715679,1716956,-,20308248,HMPREF1120_03609,XP_009155936.1,425,hypothetical protein HMPREF1120_03609
Un,NW_008751648.1,1719030,1720194,-,20308249,HMPREF1120_03610,XP_009155937.1,336,eukaryotic translation initiation factor 3 subunit I
Un,NW_008751648.1,1720564,1723725,+,20308250,HMPREF1120_03611,XP_009155938.1,1053,formate-tetrahydrofolate ligase
Un,NW_008751648.1,1724960,1727436,+,20308251,HMPREF1120_03612,XP_009155939.1,750,hypothetical protein HMPREF1120_03612
Un,NW_008751648.1,1728178,1729231,-,20308252,HMPREF1120_03613,XP_009155940.1,242,phosphatidylserine synthase
Un,NW_008751648.1,1729894,1730766,-,20308253,HMPREF1120_03614,XP_009155941.1,211,H/ACA ribonucleoprotein complex subunit 1
Un,NW_008751648.1,1730872,1733522,+,20308254,HMPREF1120_03615,XP_009155942.1,865,threonyl-tRNA synthetase
Un,NW_008751648.1,1734151,1735326,-,20308255,HMPREF1120_03616,XP_009155943.1,343,hypothetical protein HMPREF1120_03616
Un,NW_008751648.1,1735901,1736361,+,20308256,HMPREF1120_03617,XP_009155944.1,135,hypothetical protein HMPREF1120_03617
Un,NW_008751648.1,1737303,1738448,+,20308257,HMPREF1120_03618,XP_009155945.1,381,hypothetical protein HMPREF1120_03618
Un,NW_008751648.1,1739265,1740889,+,20308258,HMPREF1120_03619,XP_009155946.1,506,glycerate dehydrogenase
Un,NW_008751648.1,1741605,1744504,-,20308259,HMPREF1120_03620,XP_009155947.1,881,DNA-directed RNA polymerase
Un,NW_008751648.1,1745161,1745727,+,20308260,HMPREF1120_03621,XP_009155948.1,188,WNK lysine deficient protein kinase
Un,NW_008751648.1,1745831,1748484,-,20308261,HMPREF1120_03622,XP_009155949.1,851,hypothetical protein HMPREF1120_03622
Un,NW_008751648.1,1749090,1750416,+,20308262,HMPREF1120_03623,XP_009155950.1,419,hypothetical protein HMPREF1120_03623
Un,NW_008751648.1,1751296,1753493,-,20308263,HMPREF1120_03624,XP_009155951.1,693,hypothetical protein HMPREF1120_03624
Un,NW_008751648.1,1755106,1755401,-,20308264,HMPREF1120_03625,XP_009155952.1,70,hypothetical protein HMPREF1120_03625
Un,NW_008751648.1,1757065,1757643,+,20308265,HMPREF1120_03626,XP_009155953.1,168,hypothetical protein HMPREF1120_03626
Un,NW_008751648.1,1757835,1759103,-,20308266,HMPREF1120_03627,XP_009155954.1,322,ADA HAT complex component 1
Un,NW_008751648.1,1768500,1769831,+,20308267,HMPREF1120_03628,XP_009155955.1,443,hypothetical protein HMPREF1120_03628
Un,NW_008751648.1,1770041,1770869,-,20308268,HMPREF1120_03629,XP_009155956.1,217,60S ribosomal protein L10a
Un,NW_008751648.1,1771199,1771807,+,20308269,HMPREF1120_03630,XP_009155957.1,202,hypothetical protein HMPREF1120_03630
Un,NW_008751648.1,1772760,1773519,+,20308270,HMPREF1120_03631,XP_009155958.1,183,ADP-ribosylation factor
Un,NW_008751648.1,1774492,1776087,+,20308271,HMPREF1120_03632,XP_009155959.1,498,hypothetical protein HMPREF1120_03632
Un,NW_008751648.1,1777074,1777773,+,20308272,HMPREF1120_03633,XP_009155960.1,141,hypothetical protein HMPREF1120_03633
Un,NW_008751648.1,1779179,1780289,-,20308273,HMPREF1120_03634,XP_009155961.1,331,hypothetical protein HMPREF1120_03634
Un,NW_008751648.1,1780985,1782958,-,20308274,HMPREF1120_03635,XP_009155962.1,657,ADA HAT complex component 1
Un,NW_008751648.1,1785856,1788531,+,20308275,HMPREF1120_03636,XP_009155963.1,891,hypothetical protein HMPREF1120_03636
Un,NW_008751648.1,1789706,1791514,-,20308276,HMPREF1120_03637,XP_009155964.1,602,SIR2 family histone deacetylase (Hst4)
Un,NW_008751648.1,1792994,1795771,+,20308277,HMPREF1120_03638,XP_009155965.1,925,hypothetical protein HMPREF1120_03638
Un,NW_008751648.1,1796167,1796771,-,20308278,HMPREF1120_03639,XP_009155966.1,127,50S ribosomal protein L35e
Un,NW_008751648.1,1797245,1798058,+,20308279,HMPREF1120_03640,XP_009155967.1,225,hypothetical protein HMPREF1120_03640
Un,NW_008751648.1,1801228,1802340,-,20308280,HMPREF1120_03641,XP_009155968.1,370,hypothetical protein HMPREF1120_03641
Un,NW_008751648.1,1827648,1829289,+,20308281,HMPREF1120_03642,XP_009155969.1,509,MFS transporter; ACS family; allantoate permease
Un,NW_008751648.1,1829879,1832231,+,20308282,HMPREF1120_03643,XP_009155970.1,763,DNA polymerase IV
Un,NW_008751648.1,1832997,1835768,+,20308283,HMPREF1120_03644,XP_009155971.1,923,hypothetical protein HMPREF1120_03644
Un,NW_008751648.1,1837729,1838142,-,20308284,HMPREF1120_03645,XP_009155972.1,137,hypothetical protein HMPREF1120_03645
Un,NW_008751648.1,1839054,1839356,+,20308285,HMPREF1120_03646,XP_009155973.1,100,hypothetical protein HMPREF1120_03646
Un,NW_008751648.1,1839054,1839356,+,20308285,HMPREF1120_03646,XP_009155974.1,100,hypothetical protein; variant
Un,NW_008751648.1,1840278,1840643,-,20308286,HMPREF1120_03647,XP_009155975.1,121,hypothetical protein HMPREF1120_03647
Un,NW_008751648.1,1841719,1844014,+,20308287,HMPREF1120_03648,XP_009155976.1,689,hypothetical protein HMPREF1120_03648
Un,NW_008751648.1,1846178,1847813,+,20308288,HMPREF1120_03649,XP_009155977.1,433,salicylate hydroxylase
Un,NW_008751648.1,1850004,1851923,+,20308289,HMPREF1120_03650,XP_009155978.1,552,serine/threonine kinase 16
Un,NW_008751648.1,1853575,1856486,+,20308290,HMPREF1120_03651,XP_009155979.1,904,hypothetical protein HMPREF1120_03651
Un,NW_008751648.1,1856821,1860150,-,20308291,HMPREF1120_03652,XP_009155980.1,1109,DNA replication regulator SLD3
Un,NW_008751648.1,1860779,1861618,-,20308292,HMPREF1120_03653,XP_009155981.1,263,syntaxin 7
Un,NW_008751648.1,1862064,1864184,+,20308293,HMPREF1120_03654,XP_009155982.1,688,hypothetical protein HMPREF1120_03654
Un,NW_008751648.1,1864276,1868340,-,20308294,HMPREF1120_03655,XP_009155983.1,1354,elongator complex protein 1
Un,NW_008751648.1,1868686,1869009,-,20308295,HMPREF1120_03656,XP_009155984.1,73,cytochrome c oxidase subunit VIIc
Un,NW_008751648.1,1869378,1872655,+,20308296,HMPREF1120_03657,XP_009155985.1,1075,hypothetical protein HMPREF1120_03657
Un,NW_008751648.1,1873654,1874634,+,20308297,HMPREF1120_03658,XP_009155986.1,309,hypothetical protein HMPREF1120_03658
Un,NW_008751648.1,1875749,1877113,-,20308298,HMPREF1120_03659,XP_009155987.1,454,cytochrome c heme-lyase
Un,NW_008751648.1,1877162,1878465,+,20308299,HMPREF1120_03660,XP_009155988.1,399,diphosphomevalonate decarboxylase
Un,NW_008751648.1,1879649,1881190,+,20308300,HMPREF1120_03661,XP_009155989.1,491,monooxygenase
Un,NW_008751648.1,1881908,1882909,+,20308301,HMPREF1120_03662,XP_009155990.1,70,hypothetical protein HMPREF1120_03662
Un,NW_008751648.1,1884515,1886164,+,20308302,HMPREF1120_03663,XP_009155991.1,549,hypothetical protein HMPREF1120_03663
Un,NW_008751648.1,1886643,1887553,-,20308303,HMPREF1120_03664,XP_009155992.1,244,hypothetical protein HMPREF1120_03664
Un,NW_008751648.1,1889872,1891204,+,20308304,HMPREF1120_03665,XP_009155993.1,409,hypothetical protein HMPREF1120_03665
Un,NW_008751648.1,1891545,1894063,-,20308305,HMPREF1120_03666,XP_009155994.1,814,adenosinetriphosphatase
Un,NW_008751648.1,1894650,1898447,+,20308306,HMPREF1120_03667,XP_009155995.1,1265,hypothetical protein HMPREF1120_03667
Un,NW_008751648.1,1899215,1899970,+,20308308,HMPREF1120_03669,XP_009155997.1,251,hypothetical protein HMPREF1120_03669
Un,NW_008751648.1,1900167,1901495,-,20308307,HMPREF1120_03668,XP_009155996.1,376,hypothetical protein HMPREF1120_03668
Un,NW_008751648.1,1901935,1903675,+,20308309,HMPREF1120_03670,XP_009155998.1,524,MFS transporter; SP family; general alpha glucoside:H+ symporter
Un,NW_008751648.1,1904330,1906433,+,20308310,HMPREF1120_03671,XP_009155999.1,658,hypothetical protein HMPREF1120_03671
Un,NW_008751648.1,1914614,1916692,-,20308311,HMPREF1120_03672,XP_009156000.1,568,4-coumarate-CoA ligase
Un,NW_008751648.1,1918012,1920575,+,20308312,HMPREF1120_03673,XP_009156001.1,798,transcriptional regulatory protein AMDR
Un,NW_008751648.1,1918012,1920575,+,20308312,HMPREF1120_03673,XP_009156002.1,797,transcriptional regulatory protein AMDR; variant
Un,NW_008751648.1,1921974,1923338,-,20308313,HMPREF1120_03674,XP_009156003.1,266,oxidoreductase; short-chain dehydrogenase/reductase
Un,NW_008751648.1,1925156,1925458,-,20308314,HMPREF1120_03675,XP_009156004.1,100,hypothetical protein HMPREF1120_03675
Un,NW_008751648.1,1925818,1928222,-,20308315,HMPREF1120_03676,XP_009156005.1,786,hypothetical protein HMPREF1120_03676
Un,NW_008751648.1,1928738,1929739,-,20308316,HMPREF1120_03677,XP_009156006.1,333,homocysteine S-methyltransferase
Un,NW_008751648.1,1930194,1931225,+,20308317,HMPREF1120_03678,XP_009156007.1,343,ornithine carbamoyltransferase; mitochondrial
Un,NW_008751648.1,1931933,1933318,+,20308318,HMPREF1120_03679,XP_009156008.1,399,hypothetical protein HMPREF1120_03679
Un,NW_008751648.1,1933400,1934607,-,20308319,HMPREF1120_03680,XP_009156009.1,283,hypothetical protein HMPREF1120_03680
Un,NW_008751648.1,1935508,1936587,+,20308320,HMPREF1120_03681,XP_009156010.1,359,hypothetical protein HMPREF1120_03681
Un,NW_008751648.1,1937146,1941180,-,20308321,HMPREF1120_03682,XP_009156011.1,1344,hypothetical protein HMPREF1120_03682
Un,NW_008751648.1,1941991,1943088,-,20308322,HMPREF1120_03683,XP_009156012.1,165,hypothetical protein HMPREF1120_03683
Un,NW_008751648.1,1944310,1945411,+,20308323,HMPREF1120_03684,XP_009156013.1,331,hypothetical protein HMPREF1120_03684
Un,NW_008751648.1,1946209,1947428,+,20308324,HMPREF1120_03685,XP_009156014.1,380,delta-aminolevulinic acid dehydratase
Un,NW_008751648.1,1948307,1950025,-,20308325,HMPREF1120_03686,XP_009156015.1,572,mannosyl-oligosaccharide alpha-1;2-mannosidase
Un,NW_008751648.1,1950942,1953208,-,20308326,HMPREF1120_03687,XP_009156016.1,645,hypothetical protein HMPREF1120_03687
Un,NW_008751648.1,1954148,1955063,-,20308327,HMPREF1120_03688,XP_009156017.1,275,hypothetical protein HMPREF1120_03688
Un,NW_008751648.1,1955516,1958413,-,20308328,HMPREF1120_03689,XP_009156018.1,840,hypothetical protein HMPREF1120_03689
Un,NW_008751648.1,1959689,1960451,-,20308329,HMPREF1120_03690,XP_009156019.1,194,hypothetical protein HMPREF1120_03690
Un,NW_008751648.1,1961926,1962780,-,20308330,HMPREF1120_03691,XP_009156020.1,259,short chain dehydrogenase/oxidoreductase CpoX2
Un,NW_008751648.1,1963448,1964601,-,20308331,HMPREF1120_03692,XP_009156021.1,350,protein phosphatase
Un,NW_008751648.1,1966346,1967703,+,20308332,HMPREF1120_03693,XP_009156022.1,426,hypothetical protein HMPREF1120_03693
Un,NW_008751648.1,1968331,1969389,-,20308333,HMPREF1120_03694,XP_009156023.1,303,oxidoreductase; short chain dehydrogenase/reductase
Un,NW_008751648.1,1970544,1973873,+,20308334,HMPREF1120_03695,XP_009156024.1,1109,hypothetical protein HMPREF1120_03695
Un,NW_008751648.1,1974504,1975415,-,20308335,HMPREF1120_03696,XP_009156025.1,303,hypothetical protein HMPREF1120_03696
Un,NW_008751648.1,1975649,1977270,+,20308336,HMPREF1120_03697,XP_009156026.1,523,mitochondrial protein-transporting ATPase
Un,NW_008751648.1,1978122,1978536,+,20308337,HMPREF1120_03698,XP_009156027.1,82,hypothetical protein HMPREF1120_03698
Un,NW_008751648.1,1979580,1980458,-,20308338,HMPREF1120_03699,XP_009156028.1,292,hypothetical protein HMPREF1120_03699
Un,NW_008751648.1,1980657,1981619,+,20308339,HMPREF1120_03700,XP_009156029.1,320,hypothetical protein HMPREF1120_03700
Un,NW_008751648.1,1981933,1982346,-,20308340,HMPREF1120_03701,XP_009156030.1,115,hypothetical protein HMPREF1120_03701
Un,NW_008751648.1,1983275,1983697,-,20308341,HMPREF1120_03702,XP_009156031.1,140,hypothetical protein HMPREF1120_03702
Un,NW_008751648.1,1984167,1985123,+,20308342,HMPREF1120_03703,XP_009156032.1,301,methylglutaconyl-CoA hydratase
Un,NW_008751648.1,1985835,1990101,+,20308343,HMPREF1120_03704,XP_009156033.1,1292,hypothetical protein HMPREF1120_03704
Un,NW_008751648.1,1991268,1994843,-,20308344,HMPREF1120_03705,XP_009156034.1,1191,hypothetical protein HMPREF1120_03705
